ç
Semáforo, Latitude, Longitude
R. Aracatuba x Pç. Prof Virginia Cidade,"-22.83051973","-43.34551751"
Av. Automóvel Clube x Trav. Ped.,"-22.82725205","-43.34779847"
R. Ouseley x R. Vitor Frond (corujinha),"-22.82679691","-43.35001121"
R. Diamantes x Trav. Ped.,"-22.84516828","-43.35188792"
R. Diamantes x R. Turquezas,"-22.85129688","-43.35180184"
Etr. João Paulo x R. Tapirai,"-22.83852537","-43.36218199"
Av. Automóvel Clube x Etr. Botafogo,"-22.81912755","-43.35697473"
R. Fausto e Castro x R. Embau,"-22.81595936","-43.34146528"
R. Mercurio x Trav. Ped.,"-22.80528434","-43.35373102"
Av. Automóvel Clube x Trav. Ped.,"-22.81645917","-43.35801895"
Av. Automóvel Clube x Trav. Ped.,"-22.8101621","-43.36167706"
Av. Automóvel Clube x Trav. Ped.,"-22.82741038","-43.34704586"
Av. Automóvel Clube x Trav. Ped.,"-22.82934015","-43.34535599"
Av. Automóvel Clube x R. Catao,"-22.8069494","-43.36400656"
Av. Automóvel Clube x Av. Sarg de Milicias,"-22.80549279","-43.36569325"
Av. Automóvel Clube x R.Prof.Lindolfo Gomes,"-22.80507848","-43.36698499"
R. Cicero x R. Prof Lindolfo Gomes,"-22.80438948","-43.36503703"
Av. Sarg de Milicias x R. Cicero,"-22.80532935","-43.36492924"
Av. Automóvel Clube x Trav. Ped.,"-22.82166593","-43.35155021"
R. Cicero x R. Mercurio,"-22.80610945","-43.36432633"
Av. Sarg de Milicias x Trav. Ped.,"-22.80522952","-43.36322285"
Av. Sarg de Milicias x R. Sarg Basileu da Costa,"-22.80511234","-43.36197948"
R. Mercurio x R. Sarg Basileu da Costa,"-22.80585548","-43.36213036"
R. Sarg Basileu da Costa x R. Catao,"-22.80695074","-43.36146383"
R. Catao x R. Sarg Benedito da Silva,"-22.80677556","-43.35963054"
R. Mercurio x R. Sarg Benedito da Silva,"-22.80557083","-43.35964319"
R. Mercurio x R. Netuno,"-22.80586964","-43.35708872"
R. Mercurio x R. Herculano Pinheiro,"-22.80508099","-43.3517984"
Av. Cel Phidias Tavora x saída de garagem,"-22.80870868","-43.34351541"
Av. Chrisostomo Pimentel Oliveira x R. Faustino Lins,"-22.82184522","-43.39765923"
R. José Lourenco x Trav. Ped.,"-22.82207295","-43.39837429"
Av. Chrisostomo Pimentel Oliveira x Bec Jagunco,"-22.81594411","-43.3861518"
Av. Nazare x Trav. Ped.,"-22.82370483","-43.40364081"
Av. Nazare x R. Motor Luiz Abreu,"-22.82288449","-43.40428764"
R. Motor Luiz Abreu x R. Padre Mário Verse,"-22.82097551","-43.39919404"
Etr. Botafogo x Trav. Ped.,"-22.82182552","-43.36817069"
Av. Chrisostomo Pimentel Oliveira x R. Javata,"-22.81819565","-43.39101674"
Av. Chrisostomo Pimentel Oliveira x Trav. Ped.,"-22.81828936","-43.39208946"
R. Comend Guerra x R. Albertina Guerra,"-22.80898151","-43.36985956"
R. Comend Guerra x R. Honorio Hermeto,"-22.80704931","-43.3681178"
R. Judite Guerra x Trav. Ped.,"-22.8080393","-43.3675454"
R. Alcobaca x Trav. Ped.,"-22.82564113","-43.39197362"
R. Alcobaca x R. Beberibe,"-22.83606059","-43.39219767"
Etr. Camboata x R. Fernando Lobo,"-22.83613427","-43.38663418"
Etr. Camboata x Trav. Ped.,"-22.83598272","-43.38179371"
R. Marcos de Macedo x Trav. Ped.,"-22.83642889","-43.38060709"
R. Marcos de Macedo x Trav. Ped.,"-22.83810024","-43.37949908"
Av. Brasil x Etr. Camboata,"-22.85042105","-43.38466359"
R. Marcos de Macedo x Trav. Ped.,"-22.83968124","-43.37839125"
Av. Chrisostomo Pimentel Oliveira x R. Cel Moreira Cesar,"-22.81465271","-43.38103683"
Av. Chrisostomo Pimentel Oliveira x Via de Ligação (Sem Código),"-22.81226261","-43.37263724"
Av. Chrisostomo Pimentel Oliveira x Trav. Ped.,"-22.8134898","-43.37655838"
Etr. Camboata x E/F Piscinão Deodoro,"-22.85331298","-43.38463149"
Etr. Camboata x Av.Sargento Isanor de Campos,"-22.85181865","-43.38376623"
Etr. Mal. Alencastro x R. João Espinardi,"-22.83034329","-43.39809584"
Av. Nazare x R. Faustino Lins,"-22.83005496","-43.39786358"
Av. Nazare x acesso Viaduto Novo,"-22.82960116","-43.39821906"
Etr. Mal. Alencastro x Pç. João Moreira,"-22.82892373","-43.39958833"
Etr. do Engenho Novo x R. Cardoso de Castro,"-22.82477369","-43.40500488"
Etr. do Engenho Novo x Etr. Mal. Alencastro,"-22.82403206","-43.40414213"
Etr. do Engenho Novo x Trav. Ped.,"-22.83098644","-43.40683079"
Etr. Mal. Alencastro x Pç. Claudio de Souza,"-22.83987259","-43.39897284"
Etr. Mal. Alencastro x Trav. Ped.,"-22.83736657","-43.3971647"
Etr. Mal. Alencastro x Via de Ligação (Sem Código),"-22.851907","-43.3938235"
Etr. Mal. Alencastro x Av. Nazare,"-22.85342496","-43.3913858"
R. do Governo x R. Limites,"-22.887449","-43.435665"
R. do Governo x Trav. Ped.,"-22.892653","-43.440646"
Av. Alberico Diniz x R. Fernandes Sampaio,"-22.885994","-43.394201"
Av. Alberico Diniz x R. Pacifico Pereira,"-22.886134","-43.39339"
Av. Mal. Fontenelle x Trav. Ped.,"-22.884944","-43.39638"
Av. Alberico Diniz x Trav. Ped.,"-22.885596","-43.396606"
Av. Alberico Diniz x Trav. Ped.,"-22.885596","-43.396606"
R. Francisco Muzi x R. Almeida e Souza,"-22.876559","-43.409076"
R. Abrantes x Trav. Ped.,"-22.873709","-43.410005"
R. Concordia x R. Almeida e Souza,"-22.870124","-43.411963"
Av. Duque de Caxias x R. Visc de Itaparica (corujinha),"-22.867736","-43.406786"
Av. Duque de Caxias x R. Gal Sampaio (corujinha),"-22.863244","-43.397556"
Av. Duque de Caxias x R. São Sebastiao,"-22.858396","-43.387695"
Av. Duque de Caxias x R. João Vicente,"-22.855294","-43.38556"
Av. Duque de Caxias x Trav. Ped.,"-22.865372","-43.401938"
Av. Duque de Caxias x Trav. Ped. (corujinha),"-22.862507","-43.396095"
R. São Sebastião x Entrada e Saída de  Veículos (corujinha),"-22.85933227","-43.38495143"
Etr. do Campinho x Trav. Ped.,"-22.884431","-43.621033"
Av. Mal. Fontenelle x R. Carinhanha,"-22.878077","-43.415063"
Av. Mal. Fontenelle x Via de Ligação (Sem Código),"-22.882647","-43.408321"
Av. Mal. Fontenelle x R. Almeida e Souza,"-22.882026","-43.409543"
Av. Mal. Fontenelle x Trav. Ped.,"-22.880077","-43.413256"
Av. Alberico Diniz x Av. Mal. Fontenelle,"-22.885194","-43.399088"
Av. Mal. Fontenelle x Trav. Ped.,"-22.884191","-43.405031"
Etr. Manuel Nogueira de Sa x Av. Pirpirituba,"-22.891999","-43.417605"
Etr. Japore x Trav. Ped.,"-22.887346","-43.384258"
Etr. Japore x Trav. Ped.,"-22.887346","-43.384258"
Av. de Santa Cruz x Trav. Ped.,"-22.877639","-43.438593"
R. Silva Cardoso x R. Rio da Prata,"-22.885414","-43.463294"
R. Cap Teixeira x Trav. Ped.,"-22.882743","-43.426195"
R. Piraquara x R. Carumbe,"-22.883411","-43.418618"
R. Piraquara x Etr. Manuel Nogueira de Sa,"-22.888542","-43.413973"
Av. Duque de Caxias x R. Comte Possolo,"-22.855489","-43.385683"
Av. Duque de Caxias x R. Sold Arlindo Santos,"-22.861301","-43.393578"
Av. Duque de Caxias x Trav. Ped.,"-22.859499","-43.389857"
Av. Mal. Fontenelle x Trav. Ped. (corujinha),"-22.878541","-43.37988"
Av. Mal. Fontenelle x Trav. Ped. (corujinha),"-22.881267","-43.381893"
Av. Mal. Fontenelle x Trav. Ped. (corujinha),"-22.883902","-43.385607"
R. Silva Cardoso x R. Santa Cecilia,"-22.880973","-43.463226"
R. Francisco Real x Trav. Ped.,"-22.879109","-43.452641"
R. Francisco Real x R. Estancia,"-22.877944","-43.448534"
R. Francisco Real x R. Ribeiro de Andrade,"-22.879138","-43.456024"
R. Francisco Real x R. Maravilha,"-22.879159","-43.457376"
R. Francisco Real x R. Silva Cardoso,"-22.879826","-43.463214"
R. Francisco Real x Av. Conego Vasconcelos,"-22.879246","-43.464766"
Av. Embaix Pimentel Brandao x Trav. Ped.,"-22.875716","-43.470383"
Av. de Santa Cruz x R. Goulart de Andrade,"-22.877673","-43.43324"
Av. de Santa Cruz x R. Mal. Soares de Andrea,"-22.878033","-43.430081"
Av. de Santa Cruz x R. Gal Sezefredo,"-22.877569","-43.434556"
Av. de Santa Cruz x Etr. Gal Canrobert da Costa,"-22.878324","-43.423498"
Av. de Santa Cruz x Trav. Ped.,"-22.881048","-43.498954"
Av. de Santa Cruz x R. Barão de Capanema,"-22.875224","-43.469191"
Av. de Santa Cruz x Trav. Ped.,"-22.875119","-43.464183"
Av. de Santa Cruz x R. Silva Cardoso,"-22.875093","-43.463009"
Av. de Santa Cruz x R. Doze de Fevereiro,"-22.875064","-43.461891"
Av. de Santa Cruz x R. Ribeiro de Andrade,"-22.875634","-43.455386"
Av. de Santa Cruz x Etr. de Realengo,"-22.877454","-43.442045"
Av. de Santa Cruz x Trav. Ped.,"-22.875193","-43.467538"
Av. de Santa Cruz x Trav. Ped.,"-22.876299","-43.472501"
Av. de Santa Cruz x R. Imperador,"-22.877649","-43.436428"
Av. de Santa Cruz x R. Dr. Lessa,"-22.877673","-43.43324"
R. Olimpia Esteves x Trav. Ped.,"-22.888614","-43.446509"
R. Olimpia Esteves x R. Murundu,"-22.886478","-43.444438"
Etr. de Realengo x Trav. Ped.,"-22.880663","-43.453818"
Etr. de Realengo x Trav. Ped.,"-22.880819","-43.454271"
Etr. de Realengo x R. Ribeiro de Andrade,"-22.881221","-43.455559"
Etr. de Realengo x R. Limites,"-22.878328","-43.442756"
R. Ubatuba x Trav. Ped.,"-22.874854","-43.447543"
R. Bernardo de Vasconcelos x Trav. Ped.,"-22.875049","-43.441385"
R. Bernardo de Vasconcelos x R. Goulart de Andrade,"-22.875616","-43.432335"
R. Bernardo de Vasconcelos x Trav. Ped.,"-22.875326","-43.437433"
R. Bernardo de Vasconcelos x Trav. Ped.,"-22.875403","-43.43628"
R. Bernardo de Vasconcelos x R. Dr. Lessa,"-22.875798","-43.430073"
R. Bernardo de Vasconcelos x Etr. Gal Canrobert da Costa,"-22.876634","-43.421443"
R. Bernardo de Vasconcelos x R. Mal. Soares de Andrea,"-22.875939","-43.427746"
R. da Feira x R. Boiobi,"-22.879924","-43.473346"
R. da Feira x R. dos Acudes,"-22.879543","-43.468509"
R. da Feira x R. Barão de Capanema,"-22.879744","-43.469824"
R. Limites x R. Olimpia Esteves,"-22.881669","-43.439506"
R. Murundu x Etr. de Realengo,"-22.880454","-43.450919"
R. da Fabrica x R. Barão de Capanema,"-22.877474","-43.469319"
Av. de Santa Cruz x R. Estancia,"-22.875736","-43.447868"
Av. de Santa Cruz x Trav. Ped. (corujinha),"-22.892668","-43.532564"
R. Francisco Real x Trav. Ped.,"-22.876769","-43.445669"
R. Oliveira Braga x R. Cap Teixeira,"-22.878194","-43.428483"
Etr. Gal Canrobert da Costa x Trav. Ped.,"-22.872994","-43.416948"
R. Gil Amora x R. Mal. Marciano,"-22.86990303","-43.46408783"
Av. Brasil x R. Catiri,"-22.85708584","-43.47155887"
Av. Brasil x R. Catiri,"-22.85767592","-43.47227317"
R. Gal Gomes de Castro x Trav. Ped.,"-22.87186598","-43.44818551"
Etr. Gal Americano Freire x Trav. Ped.,"-22.8633286","-43.44557019"
Av. Minist Ary Franco x R. Sul America,"-22.87364597","-43.46512458"
Etr. da Posse x Etr. do Lameirao,"-22.87573029","-43.52616495"
Etr. da Posse x Trav. Ped.,"-22.87686814","-43.52954102"
Etr. da Posse x Trav. Ped.,"-22.87745613","-43.53483545"
Etr. dos Sete Riachos x Trav. Ped.,"-22.86799111","-43.5093936"
Etr. dos Sete Riachos x R. Teixeira Campos,"-22.86936365","-43.50904869"
Etr. do Taquaral x R. Ubatam,"-22.87126601","-43.48832142"
Etr. do Taquaral x Etr. do Engenho,"-22.86392338","-43.47260376"
Etr. do Taquaral x Trav. Ped.,"-22.86413711","-43.4740586"
Av. Minist Ary Franco x R. Sainá,"-22.86970228","-43.46492191"
Av. Minist Ary Franco x Trav. Ped.,"-22.87116375","-43.46491185"
Av. Minist Ary Franco x Trav. Ped.,"-22.86345885","-43.46522307"
Av. Minist Ary Franco x R. Sitia,"-22.86622966","-43.46536112"
Av. Minist Ary Franco x Av. Doutra Maria Estrela,"-22.86276584","-43.46592137"
Etr. Agua Branca x Etr. Porto Nacional,"-22.86232704","-43.45495465"
Etr. Agua Branca x Trav. Ped.,"-22.86367552","-43.45027252"
Etr. Agua Branca x Trav. Ped.,"-22.86623812","-43.44692311"
Etr. Agua Branca x R. Manaus,"-22.86869184","-43.43069265"
Etr. Agua Branca x Etr. do Engenho Novo,"-22.86811248","-43.42662935"
Etr. Agua Branca x R. Gal Jacques Ouriques,"-22.86873627","-43.44311044"
R. Roque Barbosa x Trav. Ped.,"-22.84967657","-43.46486064"
R. Gal Gomes de Castro x R. Gal Jacques Ouriques,"-22.86832321","-43.45034075"
R. Figueiredo Camargo x R. Santo Evaldo,"-22.87185266","-43.44943534"
R. Gal Jacques Ouriques x Trav. Ped.,"-22.86857835","-43.44566038"
Etr. Agua Branca x R. Belem,"-22.86887247","-43.43238822"
Etr. do Engenho x R. Dr. Augusto Figueiredo,"-22.87398267","-43.46844868"
Etr. do Engenho x Trav. Ped.,"-22.86717371","-43.47033896"
R. Mal. Marciano x R. Gal Gomes de Castro,"-22.86924982","-43.4502654"
R. Mal. Marciano x R. Mal. Modestino,"-22.86975391","-43.43228127"
R. Mal. Marciano x Trav. Ped.,"-22.86892905","-43.45183901"
Etr. Agua Branca x Av. Minist Ary Franco,"-22.86517488","-43.4654327"
R. Cel Tamarindo x Trav. Ped.,"-22.87514507","-43.46496013"
R. Sul America x Trav. Ped.,"-22.87346131","-43.46574635"
Etr. Agua Branca x R. Gal Barreto Viana,"-22.86899594","-43.43904873"
Etr. Agua Branca x R. Princesa Leopoldina,"-22.8689055","-43.41983221"
Etr. do Engenho x Trav. Ped.,"-22.8708511","-43.46938318"
Av. Brasil x Etr. Cancela Preta,"-22.8609794","-43.45241494"
Etr. do Taquaral x Trav. Ped.,"-22.87163028","-43.4931514"
R.Cel Tamarindo x R.Falcão Padilha,"-22.87512269","-43.4626489"
Etr. do Monteiro x R. Baicuru,"-22.911623","-43.564474"
Etr. do Monteiro x Trav. Ped.,"-22.912151","-43.564075"
R. Artur Rios x R. Mário Mendes,"-22.898661","-43.541436"
Etr. do Monteiro x R. Prof Goncalves,"-22.909808","-43.56577"
Etr. do Monteiro x Trav. Ped.,"-22.909808","-43.56577"
R. Amaral Costa x R. Manai,"-22.903468","-43.563305"
R. Artur Rios x R. Turibori,"-22.894133","-43.536284"
Etr. do Pre x Etr. Moricaba,"-22.896071","-43.535494"
Etr. Cabuçu x Av. Belmiro Valverde,"-22.907974","-43.551095"
Etr. Cabuçu x Trav. Ped.,"-22.909444","-43.548747"
R. Augusto de Vasconcelos x R. Prof Goncalves,"-22.90989","-43.56269"
R. Augusto de Vasconcelos x R. Baicuru,"-22.911925","-43.562764"
R. Artur Rios x R. Mora,"-22.901323","-43.545667"
Av. Cesário de Melo x R. Cap Lafay,"-22.909851","-43.582592"
R. Olinda Ellis x Trav. Ped.,"-22.90777","-43.559682"
Av. Cesário de Melo x Av. Farroupilha,"-22.906476","-43.574194"
Av. Cesário de Melo x R. Augusto de Vasconcelos,"-22.90735","-43.562594"
R. Tatuoca B Boa Vista x Trav. Ped.,"-22.906746","-43.56088"
Av. Cesário de Melo x R. Olinda Ellis,"-22.906755","-43.560289"
Av. Cesário de Melo x R. Amaral Costa,"-22.906085","-43.560269"
Av. Cesário de Melo x Etr. Cabuçu,"-22.904653","-43.55663"
R. Cel Agostinho x Pç. Dr. Raul Boaventura,"-22.902033","-43.558585"
R. Xavier Marques x Via de Ligação (Sem Código),"-22.900593","-43.552235"
R. Aurelio Figueiredo x R. Viuva Dantas,"-22.903065","-43.55617"
R. Aurelio Figueiredo x R. Ferreira Borges,"-22.90153","-43.55593"
R. Viuva Dantas x R. José Ferreira,"-22.902665","-43.557587"
R. Augusto de Vasconcelos x R. Engen Trindade,"-22.90273","-43.559947"
R. Augusto de Vasconcelos x R. Agostinho Coelho,"-22.903501","-43.560659"
R. Engen Trindade x R. Agostinho Coelho,"-22.902196","-43.560627"
Av. Cesário de Melo x R. Almeida Lisboa,"-22.907243","-43.576564"
R. Engen Trindade x R. Manai,"-22.902466","-43.562069"
R. Gramado x Trav. Ped.,"-22.904361","-43.572257"
R. Xavier Marques x R. Itaobim,"-22.900953","-43.554084"
Etr. do Mendanha x Etr. da Posse,"-22.884743","-43.556777"
Etr. do Mendanha x Etr. Capoeiras,"-22.88789","-43.559492"
Etr. Capoeiras x Trav. Ped.,"-22.890878","-43.559162"
Etr. Rio do A x Etr. Rio São Paulo,"-22.893801","-43.559839"
Etr. Rio do A x R. Ivo do Prado,"-22.897668","-43.565307"
Etr. Rio do A x Trav. Ped.,"-22.899041","-43.566272"
R. Campo Grande x Trav. Ped.,"-22.90180597","-43.5588615"
Etr. Rio São Paulo x R. Aricuri,"-22.890836","-43.564169"
Etr. Rio São Paulo x Trav. Ped.,"-22.887745","-43.56764"
Etr. do Tingui x Etr. Santa Maria,"-22.880983","-43.580014"
Etr. do Tingui x Etr. Rio São Paulo,"-22.884258","-43.569105"
Etr. Rio São Paulo x Etr. Santa Maria,"-22.873408","-43.578019"
Etr. do Mendanha x Etr. do Pedregoso,"-22.874979","-43.554492"
R. Ivo do Prado x Trav. Ped.,"-22.899366","-43.564815"
Etr. do Mendanha x Via de Ligação (Sem Código),"-22.860504","-43.540639"
Etr. da Posse x R. Abel Ferreira,"-22.884326","-43.554547"
R. Campo Grande x Etr. Rio do A,"-22.902965","-43.567947"
Etr. do Pre x Av. Serido,"-22.906141","-43.541262"
Etr. da Posse x Etr. Prof Daltro Santos,"-22.881703","-43.547725"
Etr. do Campinho x Etr. Carvalho Ramos,"-22.890903","-43.589132"
Etr. da Posse x R. Bem Te Vi,"-22.884836","-43.556039"
Etr. Rio do A x Etr. Capoeiras,"-22.892376","-43.558952"
Etr. Rio São Paulo x Estr das Capoeiras,"-22.896201","-43.55791"
Etr. Caroba x R. Barcelos Domingos,"-22.898304","-43.554494"
Etr. Caroba x R. Lucilia R Caroba,"-22.897011","-43.548335"
Etr. Caroba x Av. Cesário de Melo,"-22.894989","-43.544036"
Av. Cesário de Melo x Trav. Ped.,"-22.902933","-43.566527"
R. Campo Grande x R. Laudelino Vieira de Campos,"-22.902203","-43.566219"
R. Laudelino Vieira de Campos x Saída da Rio-Luz,"-22.899716","-43.572487"
Etr. do Campinho x Av. Albardao,"-22.895756","-43.57641"
Etr. do Campinho x R. Homero Fortuna Carneiro,"-22.869153","-43.554172"
Etr. do Mendanha x Av. Paulo Afonso,"-22.899166","-43.5615"
R. Alfredo de Morais x R. Albertina,"-22.894085","-43.569499"
R. Campo Alegre x R. Aricuri,"-22.893691","-43.58454"
Etr. do Campinho x Etr. Santa Maria,"-22.889471","-43.579257"
Etr. Santa Maria x Trav. Ped.,"-22.896898","-43.558247"
R. Barcelos Domingos x R. Alfredo de Morais,"-22.88539","-43.617725"
Etr. do Campinho x Trav. Ped.,"-22.884975","-43.606843"
Etr. do Campinho x Trav. Ped.,"-22.885866","-43.604132"
Etr. do Campinho x Etr. do Encanamento,"-22.885945","-43.603375"
Etr. do Campinho x R. Juripiranga,"-22.886176","-43.600183"
Etr. do Campinho x Trav. Ped.,"-22.89136","-43.59298"
Etr. do Campinho x Etr. de Inhoaiba,"-22.897266","-43.558387"
R. Barcelos Domingos x Trav. Ped.,"-22.882913","-43.556389"
Etr. do Mendanha x Av. Mal. Dantas Barreto,"-22.907085","-43.56601"
Etr. da Posse x R. Beija Flor,"-22.88575","-43.558164"
Etr. do Mendanha x Trav. Ped.,"-22.895248","-43.558154"
Etr. Rio São Paulo x Praça Francisco Teixeira,"-22.876283","-43.574064"
R.Campo Grande x R.Gianerine,"-22.901778","-43.56036"
R.Barcelos Domingos x R.Aracaju,"-22.900025","-43.558805"
R.Campo Grande x E/F n° 821/730,"-22.900801","-43.55604"
Av. de Santa Cruz x R. Bomb Asdrubal,"-22.888576","-43.521779"
R. Marmiari x R. Paulo Rola,"-22.889928","-43.481976"
R. Rio da Prata x R. dos Estampadores,"-22.885674","-43.470606"
R. Rio da Prata x R. dos Acudes,"-22.885583","-43.468651"
R. Rio da Prata x R. Bangu,"-22.885534","-43.466108"
R. Rio da Prata x R. Tibagi,"-22.885798","-43.477313"
Av. de Santa Cruz x R. Sauna,"-22.879246","-43.503607"
Av. de Santa Cruz x saida de garagem,"-22.882619","-43.494701"
Av. de Santa Cruz x R. Raul Azevedo,"-22.883109","-43.491974"
Av. de Santa Cruz x R. Conde Pais Leme,"-22.881916","-43.483253"
Av. de Santa Cruz x Trav. Ped.,"-22.889869","-43.524357"
Av. de Santa Cruz x R. Dr. Clemente Marques,"-22.880626","-43.510237"
Av. de Santa Cruz x R. Engoa,"-22.881439","-43.512334"
Av. de Santa Cruz x R. Coracao Eucaristico,"-22.88100343","-43.50951388"
Av. de Santa Cruz x Trav. Ped.,"-22.880324","-43.479143"
Av. de Santa Cruz x Estr do Viegas,"-22.882218","-43.486251"
R. Rio da Prata x R. Boiobi,"-22.885731","-43.473183"
R. Rio da Prata x R. Limadores,"-22.885816","-43.475989"
Etr. Cachamorra x Trav. Ped.,"-22.918663","-43.550855"
Etr. Cachamorra x Trav. Ped.,"-22.922011","-43.550662"
Av. Belmiro Valverde x R. Olinda Ellis,"-22.913869","-43.550445"
Etr. do Magarca x Trav. Ped.,"-22.93461","-43.578912"
Etr. do Magarca x Trav. Ped.,"-22.947838","-43.60333"
Etr. do Magarca x Trav. Ped.,"-22.945541","-43.597275"
Etr. do Mato Alto x Trav. Ped.,"-22.973526","-43.589024"
Etr. do Monteiro x Trav. Ped.,"-22.92281","-43.565687"
Etr. do Monteiro x Trav. Ped.,"-22.922991","-43.566285"
Etr. do Mato Alto x Etr. do Magarca,"-22.931943","-43.574404"
Etr. do Mato Alto x Trav. Ped.,"-22.957115","-43.579967"
Etr. do Mato Alto x Trav. Ped.,"-22.93902","-43.575969"
Etr. do Monteiro x Etr. Iaraqua,"-22.920945","-43.563144"
Etr. do Monteiro x Etr. Cambota,"-22.920251","-43.562869"
Etr. do Pre x Trav. Ped.,"-22.903873","-43.539986"
Etr. do Pre x Trav. Ped.,"-22.908653","-43.543424"
Etr. do Magarca x Av. Pilar do Sul,"-22.954256","-43.609565"
Etr. Cabuçu x Etr. do Pre,"-22.912229","-43.544411"
Etr. do Pre x R. Mora,"-22.910716","-43.545362"
Etr. Cabuçu x R. Olinda Ellis,"-22.911328","-43.545676"
Etr. Cachamorra x R. Olinda Ellis,"-22.914348","-43.549582"
R. Olinda Ellis x Trav. Ped.,"-22.914556","-43.553334"
Etr. Cachamorra x Etr. do Moinho,"-22.916834","-43.550159"
Etr. Cabuçu x Trav. Ped.,"-22.916051","-43.536244"
Etr. Cachamorra x Trav. Ped.,"-22.924523","-43.551575"
Etr. Cachamorra x Etr. Iaraqua,"-22.927508","-43.553992"
Etr. Cachamorra x saida de garagem,"-22.950896","-43.569009"
Etr. do Mato Alto x Trav. Ped.,"-22.952588","-43.576839"
Etr. do Mato Alto x Trav. Ped.,"-22.955218","-43.577115"
R. Belchior da Fonseca x Trav. Ped.,"-23.00028","-43.641382"
Av. João XXIII x Trav. Ped.,"-22.910456","-43.690735"
R. Senad Câmara x R. Medeiros e Albuquerque,"-22.91402","-43.685636"
R. Senad Câmara x R. Dom João Vi,"-22.915333","-43.684646"
Av. Cesário de Melo x Etr. Santa Eugenia,"-22.916651","-43.633418"
Av. Cesário de Melo x Trav. Ped.,"-22.91527","-43.626052"
Av. Cesário de Melo x R. 1,"-22.930913","-43.65593"
Av. Cesário de Melo x Trav. Ped.,"-22.931906","-43.657851"
Av. Cesário de Melo x Retorno Av. Cesário de Melo,"-22.917705","-43.638287"
Av. Cesário de Melo x R. Aragão Melo,"-22.91576","-43.61077"
Av. Cesário de Melo x Trav. Ped.,"-22.91571189","-43.62655107"
Av. Cesário de Melo x R. Dom Irineu Joffily,"-22.915566","-43.607915"
Av. Cesário de Melo x R. Conceicao de Castelo,"-22.906408","-43.571774"
Etr. Santa Eugenia x Trav. Ped.,"-22.9277","-43.635052"
R. Felipe Cardoso x Trav. Ped.,"-22.93156","-43.671666"
R. Felipe Cardoso x Av. Antares,"-22.921356","-43.679538"
Av. das Americas x Saída do Centro Tecnologico do Exercito,"-23.00548936","-43.5582539"
Av. Areia Branca x Trav. Ped.,"-22.936138","-43.687463"
R. Alvaro Alberto x Trav. Ped.,"-22.91836652","-43.68749698"
Av. Brasil x Av. Padre Guilherme Decaminada,"-22.892366","-43.674468"
Av. Padre Guilherme Decaminada x Saída do Est. do Extra e/f nº 2386,"-22.891565","-43.673858"
Av. Padre Guilherme Decaminada x Entrada e Saide de Carga do Extra,"-22.891236","-43.67367"
R. Felipe Cardoso x R. Alvaro Alberto,"-22.915453","-43.683566"
Etr. da Paciência x Trav. Ped.,"-22.915726","-43.629255"
R. Alvaro Alberto x Largo do Bodegão,"-22.925861","-43.690445"
Av. Areia Branca x R. Vitor Dumas,"-22.926525","-43.69039"
Av. Cesário de Melo x R. Balaton,"-22.9162438","-43.63005538"
Av. Areia Branca x Etr. Vitor Dumas,"-22.938373","-43.685915"
R. Felipe Cardoso x Av. Isabel,"-22.91963","-43.681853"
R. Felipe Cardoso x Av. Engen Gastao Rangel,"-22.926611","-43.677873"
R. Felipe Cardoso x Trav. Ped.,"-22.927546","-43.676711"
R. Teresa Cristina x Trav. Ped.,"-22.916275","-43.684883"
Av. Cesário de Melo x Trav. Ped.,"-22.933156","-43.661748"
Av. Cesário de Melo x Trav. Ped.,"-22.934435","-43.665031"
Av. Cesário de Melo x Trav. Ped.,"-22.90674099","-43.57210583"
Av. Cesário de Melo x Trav. Ped.,"-22.906676","-43.569537"
Av. Cesário de Melo x Etr. do Monteiro,"-22.907226","-43.565772"
Av. Cesário de Melo x Trav. Ped.,"-22.907016","-43.566922"
R. Guarai V Independencia x Trav. Ped.,"-22.907085","-43.561705"
Av. Cesário de Melo x R. Artur Rios,"-22.902271","-43.550067"
R. Artur Rios x Trav. Ped.,"-22.902126","-43.549204"
Etr. da Paciência x R. Cabo Bastos Cortes,"-22.912063","-43.627853"
Etr. Urucania x Trav. Ped.,"-22.915436","-43.631952"
Etr. Urucania x Trav. Ped.,"-22.917456","-43.641845"
R. Felipe Cardoso x R.Dom Pedro I,"-22.91615","-43.683193"
R. Acapulco x Trav. Ped.,"-22.91748","-43.62786"
Etr. da Paciência x Viaduto de Paciência,"-22.913766","-43.629053"
R. Teresa Cristina x R. Barão da Laguna,"-22.917456","-43.684571"
R. Prado x Trav. Ped.,"-22.91519","-43.685505"
R. Marq de Barbacena x R. Francisco Belisario,"-22.911565","-43.679065"
Av. João XXIII x Etr.Reta do Rio Grande,"-22.902118","-43.718834"
R. Felipe Cardoso x R. Gal Olimpio,"-22.920126","-43.680823"
R. Felipe Cardoso x Trav. Ped.,"-22.92013","-43.680823"
Etr. de Sepetiba x Trav. Ped.,"-22.953305","-43.683718"
Av. João Xxiii x Trav. Ped.,"-22.902583","-43.717319"
Av. Padre Guilherme Decaminada x Trav. Ped.,"-22.910351","-43.687138"
Av. Padre Guilherme Decaminada x Trav. Ped.,"-22.905901","-43.684148"
Av. Padre Guilherme Decaminada x Trav. Ped.,"-22.899485","-43.6795"
